datetime,date,hour,day_of_week,is_weekend,is_holiday,season,temperature,humidity,load
2022-04-09 03:00:00,2022-04-09,3,5,True,True,spring,18.6,64.0,899.38
2022-04-09 04:00:00,2022-04-09,4,5,True,True,spring,15.2,62.0,972.96
2022-04-09 05:00:00,2022-04-09,5,5,True,True,spring,13.7,62.0,968.69
2022-04-09 06:00:00,2022-04-09,6,5,True,True,spring,13.7,76.0,1069.11
2022-04-09 07:00:00,2022-04-09,7,5,True,True,spring,12.2,54.0,1303.29
2022-04-09 08:00:00,2022-04-09,8,5,True,True,spring,13.8,58.0,1265.47
2022-04-09 09:00:00,2022-04-09,9,5,True,True,spring,13.7,56.0,1368.64
2022-04-09 10:00:00,2022-04-09,10,5,True,True,spring,12.9,74.0,1151.07
2022-04-09 11:00:00,2022-04-09,11,5,True,True,spring,12.6,89.0,1148.32
2022-04-09 12:00:00,2022-04-09,12,5,True,True,spring,14.1,56.0,1100.3
2022-04-09 13:00:00,2022-04-09,13,5,True,True,spring,18.3,47.0,1068.56
2022-04-09 14:00:00,2022-04-09,14,5,True,True,spring,21.9,59.0,1173.05
2022-04-09 15:00:00,2022-04-09,15,5,True,True,spring,20.5,51.0,1154.58
2022-04-09 16:00:00,2022-04-09,16,5,True,True,spring,20.8,60.0,1115.63
2022-04-09 17:00:00,2022-04-09,17,5,True,True,spring,20.3,61.0,1406.1
2022-04-09 18:00:00,2022-04-09,18,5,True,True,spring,23.4,53.0,1360.66
2022-04-09 19:00:00,2022-04-09,19,5,True,True,spring,23.2,67.0,1288.33
2022-04-09 20:00:00,2022-04-09,20,5,True,True,spring,22.4,54.0,1377.89
2022-04-09 21:00:00,2022-04-09,21,5,True,True,spring,24.0,55.0,1497.08
2022-04-09 22:00:00,2022-04-09,22,5,True,True,spring,23.5,46.0,1119.71
2022-04-09 23:00:00,2022-04-09,23,5,True,True,spring,21.0,58.0,1025.3
2022-04-10 00:00:00,2022-04-10,0,6,True,True,spring,22.9,63.0,924.27
2022-04-10 01:00:00,2022-04-10,1,6,True,True,spring,19.7,65.0,921.7
2022-04-10 02:00:00,2022-04-10,2,6,True,True,spring,21.0,64.0,937.65
2022-04-10 03:00:00,2022-04-10,3,6,True,True,spring,19.3,63.0,951.96
2022-04-10 04:00:00,2022-04-10,4,6,True,True,spring,11.9,68.0,943.56
2022-04-10 05:00:00,2022-04-10,5,6,True,True,spring,13.2,66.0,1132.02
2022-04-10 06:00:00,2022-04-10,6,6,True,True,spring,16.3,59.0,950.98
2022-04-10 07:00:00,2022-04-10,7,6,True,True,spring,9.6,57.0,1315.45
2022-04-10 08:00:00,2022-04-10,8,6,True,True,spring,14.4,63.0,1354.03
2022-04-10 09:00:00,2022-04-10,9,6,True,True,spring,13.0,70.0,1272.34
2022-04-10 10:00:00,2022-04-10,10,6,True,True,spring,12.4,65.0,1337.68
2022-04-10 11:00:00,2022-04-10,11,6,True,True,spring,20.0,56.0,1158.7
2022-04-10 12:00:00,2022-04-10,12,6,True,True,spring,13.1,56.0,1390.84
2022-04-10 13:00:00,2022-04-10,13,6,True,True,spring,21.3,62.0,1183.34
2022-04-10 14:00:00,2022-04-10,14,6,True,True,spring,20.8,53.0,1214.81
2022-04-10 15:00:00,2022-04-10,15,6,True,True,spring,21.8,47.0,1256.81
2022-04-10 16:00:00,2022-04-10,16,6,True,True,spring,23.9,43.0,1167.3
2022-04-10 17:00:00,2022-04-10,17,6,True,True,spring,21.4,80.0,1306.58
2022-04-10 18:00:00,2022-04-10,18,6,True,True,spring,21.7,52.0,1429.66
2022-04-10 19:00:00,2022-04-10,19,6,True,True,spring,26.3,48.0,1499.84
2022-04-10 20:00:00,2022-04-10,20,6,True,True,spring,21.9,51.0,1340.42
2022-04-10 21:00:00,2022-04-10,21,6,True,True,spring,25.0,52.0,1445.3
2022-04-10 22:00:00,2022-04-10,22,6,True,True,spring,25.3,57.0,1173.93
2022-04-10 23:00:00,2022-04-10,23,6,True,True,spring,21.5,42.0,1027.02
2022-04-11 00:00:00,2022-04-11,0,0,False,False,spring,24.0,53.0,1286.66
2022-04-11 01:00:00,2022-04-11,1,0,False,False,spring,21.3,55.0,1196.18
2022-04-11 02:00:00,2022-04-11,2,0,False,False,spring,17.3,61.0,1324.34
2022-04-11 03:00:00,2022-04-11,3,0,False,False,spring,19.2,55.0,1187.7
2022-04-11 04:00:00,2022-04-11,4,0,False,False,spring,14.8,77.0,1419.37
2022-04-11 05:00:00,2022-04-11,5,0,False,False,spring,15.1,61.0,1160.25
2022-04-11 06:00:00,2022-04-11,6,0,False,False,spring,17.6,56.0,1214.19
2022-04-11 07:00:00,2022-04-11,7,0,False,False,spring,16.4,67.0,1652.58
2022-04-11 08:00:00,2022-04-11,8,0,False,False,spring,14.6,43.0,1778.05
2022-04-11 09:00:00,2022-04-11,9,0,False,False,spring,11.9,67.0,1596.41
2022-04-11 10:00:00,2022-04-11,10,0,False,False,spring,9.1,58.0,1506.88
2022-04-11 11:00:00,2022-04-11,11,0,False,False,spring,14.1,71.0,1484.11
2022-04-11 12:00:00,2022-04-11,12,0,False,False,spring,16.2,58.0,1353.35
2022-04-11 13:00:00,2022-04-11,13,0,False,False,spring,17.0,58.0,1588.91
2022-04-11 14:00:00,2022-04-11,14,0,False,False,spring,20.7,60.0,1603.51
2022-04-11 15:00:00,2022-04-11,15,0,False,False,spring,22.8,67.0,1531.41
2022-04-11 16:00:00,2022-04-11,16,0,False,False,spring,21.9,66.0,1545.25
2022-04-11 17:00:00,2022-04-11,17,0,False,False,spring,21.1,48.0,1792.94
2022-04-11 18:00:00,2022-04-11,18,0,False,False,spring,22.6,40.0,1624.31
2022-04-11 19:00:00,2022-04-11,19,0,False,False,spring,23.3,51.0,1774.15
2022-04-11 20:00:00,2022-04-11,20,0,False,False,spring,27.4,50.0,1761.98
2022-04-11 21:00:00,2022-04-11,21,0,False,False,spring,26.6,55.0,1847.59
2022-04-11 22:00:00,2022-04-11,22,0,False,False,spring,23.8,56.0,1332.04
2022-04-11 23:00:00,2022-04-11,23,0,False,False,spring,21.0,52.0,1428.91
2022-04-12 00:00:00,2022-04-12,0,1,False,False,spring,19.6,47.0,1145.88
2022-04-12 01:00:00,2022-04-12,1,1,False,False,spring,19.9,67.0,1255.34
2022-04-12 02:00:00,2022-04-12,2,1,False,False,spring,15.1,57.0,1162.24
2022-04-12 03:00:00,2022-04-12,3,1,False,False,spring,19.4,50.0,1229.72
2022-04-12 04:00:00,2022-04-12,4,1,False,False,spring,16.5,72.0,1253.97
2022-04-12 05:00:00,2022-04-12,5,1,False,False,spring,15.5,79.0,1271.07
2022-04-12 06:00:00,2022-04-12,6,1,False,False,spring,13.3,72.0,1322.49
2022-04-12 07:00:00,2022-04-12,7,1,False,False,spring,15.4,67.0,1635.38
2022-04-12 08:00:00,2022-04-12,8,1,False,False,spring,16.2,77.0,1515.44
2022-04-12 09:00:00,2022-04-12,9,1,False,False,spring,15.8,62.0,1624.95
2022-04-12 10:00:00,2022-04-12,10,1,False,False,spring,15.6,69.0,1444.22
2022-04-12 11:00:00,2022-04-12,11,1,False,False,spring,15.4,50.0,1553.3
2022-04-12 12:00:00,2022-04-12,12,1,False,False,spring,16.5,73.0,1453.5
2022-04-12 13:00:00,2022-04-12,13,1,False,False,spring,17.6,67.0,1554.52
2022-04-12 14:00:00,2022-04-12,14,1,False,False,spring,19.1,67.0,1490.3
2022-04-12 15:00:00,2022-04-12,15,1,False,False,spring,19.0,50.0,1535.28
2022-04-12 16:00:00,2022-04-12,16,1,False,False,spring,21.7,54.0,1500.19
2022-04-12 17:00:00,2022-04-12,17,1,False,False,spring,21.5,57.0,1790.97
2022-04-12 18:00:00,2022-04-12,18,1,False,False,spring,23.0,61.0,1710.69
2022-04-12 19:00:00,2022-04-12,19,1,False,False,spring,24.7,51.0,1818.48
2022-04-12 20:00:00,2022-04-12,20,1,False,False,spring,24.3,65.0,1805.58
2022-04-12 21:00:00,2022-04-12,21,1,False,False,spring,22.4,61.0,1800.71
2022-04-12 22:00:00,2022-04-12,22,1,False,False,spring,22.2,55.0,1195.76
2022-04-12 23:00:00,2022-04-12,23,1,False,False,spring,20.7,65.0,1303.7
2022-04-13 00:00:00,2022-04-13,0,2,False,False,spring,22.3,63.0,1322.49
2022-04-13 01:00:00,2022-04-13,1,2,False,False,spring,19.7,60.0,1241.54
2022-04-13 02:00:00,2022-04-13,2,2,False,False,spring,21.9,68.0,1171.5
2022-04-13 03:00:00,2022-04-13,3,2,False,False,spring,16.6,67.0,1206.84
2022-04-13 04:00:00,2022-04-13,4,2,False,False,spring,14.8,56.0,1184.0
2022-04-13 05:00:00,2022-04-13,5,2,False,False,spring,13.6,62.0,1220.58
2022-04-13 06:00:00,2022-04-13,6,2,False,False,spring,17.3,55.0,1149.38
2022-04-13 07:00:00,2022-04-13,7,2,False,False,spring,14.4,64.0,1627.8
2022-04-13 08:00:00,2022-04-13,8,2,False,False,spring,13.6,64.0,1620.04
2022-04-13 09:00:00,2022-04-13,9,2,False,False,spring,11.0,56.0,1660.81
2022-04-13 10:00:00,2022-04-13,10,2,False,False,spring,16.3,51.0,1459.84
2022-04-13 11:00:00,2022-04-13,11,2,False,False,spring,20.0,57.0,1439.38
2022-04-13 12:00:00,2022-04-13,12,2,False,False,spring,17.8,61.0,1524.26
2022-04-13 13:00:00,2022-04-13,13,2,False,False,spring,15.9,66.0,1431.04
2022-04-13 14:00:00,2022-04-13,14,2,False,False,spring,15.9,64.0,1737.89
2022-04-13 15:00:00,2022-04-13,15,2,False,False,spring,21.0,74.0,1557.93
2022-04-13 16:00:00,2022-04-13,16,2,False,False,spring,17.9,63.0,1501.65
2022-04-13 17:00:00,2022-04-13,17,2,False,False,spring,25.5,64.0,1828.4
2022-04-13 18:00:00,2022-04-13,18,2,False,False,spring,22.1,62.0,1810.11
2022-04-13 19:00:00,2022-04-13,19,2,False,False,spring,23.6,55.0,1920.97
2022-04-13 20:00:00,2022-04-13,20,2,False,False,spring,22.4,43.0,1858.56
2022-04-13 21:00:00,2022-04-13,21,2,False,False,spring,22.5,40.0,1743.91
2022-04-13 22:00:00,2022-04-13,22,2,False,False,spring,20.5,56.0,1452.99
2022-04-13 23:00:00,2022-04-13,23,2,False,False,spring,25.5,55.0,1426.75
2022-04-14 00:00:00,2022-04-14,0,3,False,False,spring,18.9,54.0,1127.89
2022-04-14 01:00:00,2022-04-14,1,3,False,False,spring,16.4,55.0,1235.19
2022-04-14 02:00:00,2022-04-14,2,3,False,False,spring,19.1,63.0,1238.67
2022-04-14 03:00:00,2022-04-14,3,3,False,False,spring,18.3,61.0,1190.19
2022-04-14 04:00:00,2022-04-14,4,3,False,False,spring,17.9,69.0,1124.19
2022-04-14 05:00:00,2022-04-14,5,3,False,False,spring,19.5,55.0,1232.42
2022-04-14 06:00:00,2022-04-14,6,3,False,False,spring,11.7,74.0,1299.63
2022-04-14 07:00:00,2022-04-14,7,3,False,False,spring,18.0,73.0,1660.3
2022-04-14 08:00:00,2022-04-14,8,3,False,False,spring,13.4,60.0,1829.87
2022-04-14 09:00:00,2022-04-14,9,3,False,False,spring,15.2,70.0,1741.7
2022-04-14 10:00:00,2022-04-14,10,3,False,False,spring,15.8,66.0,1527.55
2022-04-14 11:00:00,2022-04-14,11,3,False,False,spring,14.2,72.0,1604.14
2022-04-14 12:00:00,2022-04-14,12,3,False,False,spring,15.5,55.0,1510.71
2022-04-14 13:00:00,2022-04-14,13,3,False,False,spring,19.6,68.0,1516.29
2022-04-14 14:00:00,2022-04-14,14,3,False,False,spring,21.1,59.0,1532.28
2022-04-14 15:00:00,2022-04-14,15,3,False,False,spring,22.1,67.0,1395.41
2022-04-14 16:00:00,2022-04-14,16,3,False,False,spring,20.1,53.0,1515.84
2022-04-14 17:00:00,2022-04-14,17,3,False,False,spring,22.8,52.0,1667.05
2022-04-14 18:00:00,2022-04-14,18,3,False,False,spring,22.7,61.0,1762.36
2022-04-14 19:00:00,2022-04-14,19,3,False,False,spring,26.6,60.0,2002.24
2022-04-14 20:00:00,2022-04-14,20,3,False,False,spring,23.2,46.0,1800.11
2022-04-14 21:00:00,2022-04-14,21,3,False,False,spring,22.4,63.0,1760.95
2022-04-14 22:00:00,2022-04-14,22,3,False,False,spring,23.1,45.0,1314.88
2022-04-14 23:00:00,2022-04-14,23,3,False,False,spring,22.7,64.0,1402.78
2022-04-15 00:00:00,2022-04-15,0,4,False,False,spring,19.8,65.0,1229.29
2022-04-15 01:00:00,2022-04-15,1,4,False,False,spring,18.4,60.0,1269.87
2022-04-15 02:00:00,2022-04-15,2,4,False,False,spring,20.6,54.0,1100.74
2022-04-15 03:00:00,2022-04-15,3,4,False,False,spring,19.8,55.0,1219.49
2022-04-15 04:00:00,2022-04-15,4,4,False,False,spring,18.4,74.0,1199.52
2022-04-15 05:00:00,2022-04-15,5,4,False,False,spring,15.2,58.0,1190.05
2022-04-15 06:00:00,2022-04-15,6,4,False,False,spring,14.9,49.0,1358.81
2022-04-15 07:00:00,2022-04-15,7,4,False,False,spring,12.8,72.0,1709.68
2022-04-15 08:00:00,2022-04-15,8,4,False,False,spring,16.0,52.0,1587.56
2022-04-15 09:00:00,2022-04-15,9,4,False,False,spring,14.2,66.0,1700.7
2022-04-15 10:00:00,2022-04-15,10,4,False,False,spring,15.5,65.0,1393.56
2022-04-15 11:00:00,2022-04-15,11,4,False,False,spring,18.3,74.0,1505.24
2022-04-15 12:00:00,2022-04-15,12,4,False,False,spring,18.0,53.0,1483.64
2022-04-15 13:00:00,2022-04-15,13,4,False,False,spring,15.7,64.0,1582.44
2022-04-15 14:00:00,2022-04-15,14,4,False,False,spring,18.6,63.0,1546.81
2022-04-15 15:00:00,2022-04-15,15,4,False,False,spring,20.8,71.0,1456.21
2022-04-15 16:00:00,2022-04-15,16,4,False,False,spring,23.4,58.0,1455.79
2022-04-15 17:00:00,2022-04-15,17,4,False,False,spring,25.0,52.0,1846.03
2022-04-15 18:00:00,2022-04-15,18,4,False,False,spring,22.7,52.0,1734.48
2022-04-15 19:00:00,2022-04-15,19,4,False,False,spring,23.6,53.0,1721.69
2022-04-15 20:00:00,2022-04-15,20,4,False,False,spring,24.6,51.0,1750.3
2022-04-15 21:00:00,2022-04-15,21,4,False,False,spring,25.0,55.0,1811.41
2022-04-15 22:00:00,2022-04-15,22,4,False,False,spring,23.9,46.0,1309.48
2022-04-15 23:00:00,2022-04-15,23,4,False,False,spring,24.8,68.0,1405.35
2022-04-16 00:00:00,2022-04-16,0,5,True,True,spring,23.5,49.0,926.81
2022-04-16 01:00:00,2022-04-16,1,5,True,True,spring,22.3,64.0,884.88
2022-04-16 02:00:00,2022-04-16,2,5,True,True,spring,18.6,62.0,894.3
2022-04-16 03:00:00,2022-04-16,3,5,True,True,spring,19.8,65.0,913.01
2022-04-16 04:00:00,2022-04-16,4,5,True,True,spring,16.2,57.0,842.7
2022-04-16 05:00:00,2022-04-16,5,5,True,True,spring,15.4,63.0,1021.72
2022-04-16 06:00:00,2022-04-16,6,5,True,True,spring,13.2,69.0,891.27
2022-04-16 07:00:00,2022-04-16,7,5,True,True,spring,13.6,51.0,1229.35
2022-04-16 08:00:00,2022-04-16,8,5,True,True,spring,14.9,66.0,1190.85
2022-04-16 09:00:00,2022-04-16,9,5,True,True,spring,10.1,64.0,1372.01
2022-04-16 10:00:00,2022-04-16,10,5,True,True,spring,15.6,64.0,1253.16
2022-04-16 11:00:00,2022-04-16,11,5,True,True,spring,15.9,68.0,1188.98
2022-04-16 12:00:00,2022-04-16,12,5,True,True,spring,16.1,74.0,1309.12
2022-04-16 13:00:00,2022-04-16,13,5,True,True,spring,18.7,59.0,1108.11
2022-04-16 14:00:00,2022-04-16,14,5,True,True,spring,19.0,54.0,1130.48
2022-04-16 15:00:00,2022-04-16,15,5,True,True,spring,17.4,72.0,1077.58
2022-04-16 16:00:00,2022-04-16,16,5,True,True,spring,21.8,65.0,1220.44
2022-04-16 17:00:00,2022-04-16,17,5,True,True,spring,19.8,53.0,1282.71
2022-04-16 18:00:00,2022-04-16,18,5,True,True,spring,24.4,69.0,1349.84
2022-04-16 19:00:00,2022-04-16,19,5,True,True,spring,23.9,39.0,1370.86
2022-04-16 20:00:00,2022-04-16,20,5,True,True,spring,27.4,56.0,1587.01
2022-04-16 21:00:00,2022-04-16,21,5,True,True,spring,24.4,44.0,1333.26
2022-04-16 22:00:00,2022-04-16,22,5,True,True,spring,23.2,61.0,1120.2
2022-04-16 23:00:00,2022-04-16,23,5,True,True,spring,25.0,68.0,981.94
2022-04-17 00:00:00,2022-04-17,0,6,True,True,spring,19.8,61.0,949.12
2022-04-17 01:00:00,2022-04-17,1,6,True,True,spring,24.5,59.0,891.33
2022-04-17 02:00:00,2022-04-17,2,6,True,True,spring,21.2,60.0,1038.54
2022-04-17 03:00:00,2022-04-17,3,6,True,True,spring,17.0,73.0,911.12
2022-04-17 04:00:00,2022-04-17,4,6,True,True,spring,15.5,72.0,850.83
2022-04-17 05:00:00,2022-04-17,5,6,True,True,spring,17.0,48.0,925.59
2022-04-17 06:00:00,2022-04-17,6,6,True,True,spring,15.8,66.0,931.25
2022-04-17 07:00:00,2022-04-17,7,6,True,True,spring,12.8,76.0,1387.06
2022-04-17 08:00:00,2022-04-17,8,6,True,True,spring,14.8,57.0,1246.01
2022-04-17 09:00:00,2022-04-17,9,6,True,True,spring,18.2,56.0,1270.16
2022-04-17 10:00:00,2022-04-17,10,6,True,True,spring,13.7,57.0,1180.05
2022-04-17 11:00:00,2022-04-17,11,6,True,True,spring,15.7,61.0,1169.83
2022-04-17 12:00:00,2022-04-17,12,6,True,True,spring,17.5,57.0,1170.65
2022-04-17 13:00:00,2022-04-17,13,6,True,True,spring,19.7,58.0,1145.21
2022-04-17 14:00:00,2022-04-17,14,6,True,True,spring,15.1,63.0,1168.79
2022-04-17 15:00:00,2022-04-17,15,6,True,True,spring,18.7,56.0,1174.83
2022-04-17 16:00:00,2022-04-17,16,6,True,True,spring,21.5,47.0,1127.58
2022-04-17 17:00:00,2022-04-17,17,6,True,True,spring,22.4,44.0,1469.49
2022-04-17 18:00:00,2022-04-17,18,6,True,True,spring,24.5,62.0,1500.32
2022-04-17 19:00:00,2022-04-17,19,6,True,True,spring,27.0,58.0,1508.27
2022-04-17 20:00:00,2022-04-17,20,6,True,True,spring,26.0,60.0,1554.58
2022-04-17 21:00:00,2022-04-17,21,6,True,True,spring,24.8,59.0,1350.64
2022-04-17 22:00:00,2022-04-17,22,6,True,True,spring,29.3,52.0,1028.38
2022-04-17 23:00:00,2022-04-17,23,6,True,True,spring,22.0,51.0,1052.36
2022-04-18 00:00:00,2022-04-18,0,0,False,False,spring,23.5,56.0,1234.28
2022-04-18 01:00:00,2022-04-18,1,0,False,False,spring,22.5,32.0,1345.94
2022-04-18 02:00:00,2022-04-18,2,0,False,False,spring,19.5,66.0,1279.34
2022-04-18 03:00:00,2022-04-18,3,0,False,False,spring,18.1,51.0,1160.9
2022-04-18 04:00:00,2022-04-18,4,0,False,False,spring,15.8,61.0,1139.31
2022-04-18 05:00:00,2022-04-18,5,0,False,False,spring,17.3,56.0,1226.4
2022-04-18 06:00:00,2022-04-18,6,0,False,False,spring,11.8,70.0,1215.74
2022-04-18 07:00:00,2022-04-18,7,0,False,False,spring,19.8,65.0,1693.54
2022-04-18 08:00:00,2022-04-18,8,0,False,False,spring,13.2,68.0,1705.34
2022-04-18 09:00:00,2022-04-18,9,0,False,False,spring,16.1,67.0,1629.58
2022-04-18 10:00:00,2022-04-18,10,0,False,False,spring,15.1,53.0,1547.9
2022-04-18 11:00:00,2022-04-18,11,0,False,False,spring,18.1,59.0,1654.23
2022-04-18 12:00:00,2022-04-18,12,0,False,False,spring,20.3,45.0,1460.95
2022-04-18 13:00:00,2022-04-18,13,0,False,False,spring,20.0,55.0,1636.74
2022-04-18 14:00:00,2022-04-18,14,0,False,False,spring,21.5,56.0,1516.18
2022-04-18 15:00:00,2022-04-18,15,0,False,False,spring,23.4,59.0,1480.41
2022-04-18 16:00:00,2022-04-18,16,0,False,False,spring,19.3,61.0,1478.2
2022-04-18 17:00:00,2022-04-18,17,0,False,False,spring,21.1,62.0,1798.47
2022-04-18 18:00:00,2022-04-18,18,0,False,False,spring,24.4,58.0,1699.58
2022-04-18 19:00:00,2022-04-18,19,0,False,False,spring,23.1,53.0,1741.51
2022-04-18 20:00:00,2022-04-18,20,0,False,False,spring,27.9,56.0,1805.12
2022-04-18 21:00:00,2022-04-18,21,0,False,False,spring,23.1,55.0,1719.94
2022-04-18 22:00:00,2022-04-18,22,0,False,False,spring,22.5,49.0,1474.95
2022-04-18 23:00:00,2022-04-18,23,0,False,False,spring,23.2,58.0,1298.69
2022-04-19 00:00:00,2022-04-19,0,1,False,False,spring,22.7,54.0,1251.96
2022-04-19 01:00:00,2022-04-19,1,1,False,False,spring,23.3,57.0,1169.8
2022-04-19 02:00:00,2022-04-19,2,1,False,False,spring,20.5,48.0,1187.24
2022-04-19 03:00:00,2022-04-19,3,1,False,False,spring,14.8,80.0,1288.89
2022-04-19 04:00:00,2022-04-19,4,1,False,False,spring,13.8,76.0,1322.92
2022-04-19 05:00:00,2022-04-19,5,1,False,False,spring,19.2,51.0,1237.1
2022-04-19 06:00:00,2022-04-19,6,1,False,False,spring,17.7,57.0,1227.48
2022-04-19 07:00:00,2022-04-19,7,1,False,False,spring,14.6,65.0,1607.43
2022-04-19 08:00:00,2022-04-19,8,1,False,False,spring,13.8,59.0,1894.33
2022-04-19 09:00:00,2022-04-19,9,1,False,False,spring,15.3,55.0,1776.08
2022-04-19 10:00:00,2022-04-19,10,1,False,False,spring,14.3,54.0,1509.96
2022-04-19 11:00:00,2022-04-19,11,1,False,False,spring,11.7,58.0,1694.31
2022-04-19 12:00:00,2022-04-19,12,1,False,False,spring,13.6,62.0,1533.47
2022-04-19 13:00:00,2022-04-19,13,1,False,False,spring,19.0,46.0,1590.29
2022-04-19 14:00:00,2022-04-19,14,1,False,False,spring,19.8,55.0,1456.34
2022-04-19 15:00:00,2022-04-19,15,1,False,False,spring,18.6,50.0,1526.48
2022-04-19 16:00:00,2022-04-19,16,1,False,False,spring,21.0,56.0,1500.01
2022-04-19 17:00:00,2022-04-19,17,1,False,False,spring,28.1,55.0,1873.08
2022-04-19 18:00:00,2022-04-19,18,1,False,False,spring,23.0,53.0,1831.02
2022-04-19 19:00:00,2022-04-19,19,1,False,False,spring,21.7,59.0,1744.21
2022-04-19 20:00:00,2022-04-19,20,1,False,False,spring,26.6,51.0,1998.83
2022-04-19 21:00:00,2022-04-19,21,1,False,False,spring,21.7,62.0,1796.87
2022-04-19 22:00:00,2022-04-19,22,1,False,False,spring,25.8,67.0,1428.63
2022-04-19 23:00:00,2022-04-19,23,1,False,False,spring,22.3,49.0,1243.7
2022-04-20 00:00:00,2022-04-20,0,2,False,False,spring,24.0,42.0,1249.96
2022-04-20 01:00:00,2022-04-20,1,2,False,False,spring,19.8,54.0,1079.33
2022-04-20 02:00:00,2022-04-20,2,2,False,False,spring,14.8,52.0,1272.95
2022-04-20 03:00:00,2022-04-20,3,2,False,False,spring,20.0,66.0,1216.99
2022-04-20 04:00:00,2022-04-20,4,2,False,False,spring,16.7,51.0,1134.46
2022-04-20 05:00:00,2022-04-20,5,2,False,False,spring,14.5,64.0,1255.86
2022-04-20 06:00:00,2022-04-20,6,2,False,False,spring,12.9,60.0,1223.03
2022-04-20 07:00:00,2022-04-20,7,2,False,False,spring,13.8,60.0,1687.63
2022-04-20 08:00:00,2022-04-20,8,2,False,False,spring,13.3,58.0,1649.43
2022-04-20 09:00:00,2022-04-20,9,2,False,False,spring,17.6,41.0,1620.36
2022-04-20 10:00:00,2022-04-20,10,2,False,False,spring,14.5,68.0,1461.03
2022-04-20 11:00:00,2022-04-20,11,2,False,False,spring,18.2,58.0,1510.41
2022-04-20 12:00:00,2022-04-20,12,2,False,False,spring,18.4,55.0,1406.57
2022-04-20 13:00:00,2022-04-20,13,2,False,False,spring,18.4,59.0,1492.63
2022-04-20 14:00:00,2022-04-20,14,2,False,False,spring,25.3,73.0,1581.86
2022-04-20 15:00:00,2022-04-20,15,2,False,False,spring,20.5,49.0,1510.59
2022-04-20 16:00:00,2022-04-20,16,2,False,False,spring,21.9,63.0,1598.28
2022-04-20 17:00:00,2022-04-20,17,2,False,False,spring,21.0,50.0,1774.62
2022-04-20 18:00:00,2022-04-20,18,2,False,False,spring,24.3,56.0,1859.99
2022-04-20 19:00:00,2022-04-20,19,2,False,False,spring,23.3,56.0,1879.38
2022-04-20 20:00:00,2022-04-20,20,2,False,False,spring,25.3,38.0,1891.92
2022-04-20 21:00:00,2022-04-20,21,2,False,False,spring,20.5,51.0,1886.02
2022-04-20 22:00:00,2022-04-20,22,2,False,False,spring,23.4,63.0,1289.34
2022-04-20 23:00:00,2022-04-20,23,2,False,False,spring,21.3,62.0,1417.05
2022-04-21 00:00:00,2022-04-21,0,3,False,False,spring,24.2,53.0,1134.91
2022-04-21 01:00:00,2022-04-21,1,3,False,False,spring,18.2,57.0,1104.57
2022-04-21 02:00:00,2022-04-21,2,3,False,False,spring,22.0,59.0,1318.33
2022-04-21 03:00:00,2022-04-21,3,3,False,False,spring,17.1,62.0,1233.52
2022-04-21 04:00:00,2022-04-21,4,3,False,False,spring,18.6,53.0,1149.75
2022-04-21 05:00:00,2022-04-21,5,3,False,False,spring,18.5,62.0,1278.98
2022-04-21 06:00:00,2022-04-21,6,3,False,False,spring,18.9,53.0,1288.2
2022-04-21 07:00:00,2022-04-21,7,3,False,False,spring,12.1,59.0,1710.6
2022-04-21 08:00:00,2022-04-21,8,3,False,False,spring,12.9,73.0,1770.71
2022-04-21 09:00:00,2022-04-21,9,3,False,False,spring,15.0,52.0,1759.28
2022-04-21 10:00:00,2022-04-21,10,3,False,False,spring,15.6,63.0,1460.23
2022-04-21 11:00:00,2022-04-21,11,3,False,False,spring,14.9,59.0,1611.08
2022-04-21 12:00:00,2022-04-21,12,3,False,False,spring,19.7,68.0,1510.93
2022-04-21 13:00:00,2022-04-21,13,3,False,False,spring,21.2,57.0,1555.1
2022-04-21 14:00:00,2022-04-21,14,3,False,False,spring,22.0,45.0,1453.61
2022-04-21 15:00:00,2022-04-21,15,3,False,False,spring,20.9,66.0,1652.85
2022-04-21 16:00:00,2022-04-21,16,3,False,False,spring,20.7,50.0,1464.88
2022-04-21 17:00:00,2022-04-21,17,3,False,False,spring,23.2,62.0,1756.85
2022-04-21 18:00:00,2022-04-21,18,3,False,False,spring,26.9,65.0,1845.66
2022-04-21 19:00:00,2022-04-21,19,3,False,False,spring,21.3,66.0,1867.26
2022-04-21 20:00:00,2022-04-21,20,3,False,False,spring,22.1,53.0,1751.29
2022-04-21 21:00:00,2022-04-21,21,3,False,False,spring,24.4,70.0,1763.1
2022-04-21 22:00:00,2022-04-21,22,3,False,False,spring,25.6,47.0,1477.57
2022-04-21 23:00:00,2022-04-21,23,3,False,False,spring,23.4,50.0,1311.82
2022-04-22 00:00:00,2022-04-22,0,4,False,False,spring,23.6,58.0,1210.37
2022-04-22 01:00:00,2022-04-22,1,4,False,False,spring,22.1,56.0,1191.9
2022-04-22 02:00:00,2022-04-22,2,4,False,False,spring,20.5,60.0,1304.04
2022-04-22 03:00:00,2022-04-22,3,4,False,False,spring,17.5,68.0,1257.74
2022-04-22 04:00:00,2022-04-22,4,4,False,False,spring,17.9,61.0,1211.31
2022-04-22 05:00:00,2022-04-22,5,4,False,False,spring,14.6,57.0,1184.03
2022-04-22 06:00:00,2022-04-22,6,4,False,False,spring,16.5,54.0,1271.81
2022-04-22 07:00:00,2022-04-22,7,4,False,False,spring,18.0,59.0,1700.84
